#            1 - s            2 - Rx            3 - Ry            4 - Rz            5 - Px            6 - Py            7 - Pz           8 - Efx           9 - Efy          10 - Efz          11 - Bfx          12 - Bfy          13 - Bfz         14 - Ekin            15 - t
        0.26461796                 0                 0        0.26461796                 0                 0         9.0663955                 0                 0         4274.6722                 0                 0       -0.17814597         4.1500154             0.945	GUN, SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.26759782                 0                 0        0.26759782                 0                 0         9.0663704                 0                 0         3153.8146                 0                 0       -0.16062537         4.1500026             0.955	GUN, SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.27057767                 0                 0        0.27057767                 0                 0         9.0663519                 0                 0         2314.9217                 0                 0       -0.14315724         4.1499932             0.965	GUN, SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.27355752                 0                 0        0.27355752                 0                 0         9.0663383                 0                 0         1692.8061                 0                 0       -0.12621066         4.1499863             0.975	GUN, SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.27653738                 0                 0        0.27653738                 0                 0         9.0663284                 0                 0          1238.351                 0                 0       -0.11020947         4.1499813             0.985	GUN, SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.27951723                 0                 0        0.27951723                 0                 0         9.0663211                 0                 0          907.1031                 0                 0      -0.095398131         4.1499776             0.995	GUN, SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.28249708                 0                 0        0.28249708                 0                 0         9.0663158                 0                 0         671.18806                 0                 0      -0.081962483         4.1499749             1.005	GUN, SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.28547694                 0                 0        0.28547694                 0                 0         9.0663119                 0                 0         506.62467                 0                 0       -0.06996523         4.1499729             1.015	GUN, SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.28845679                 0                 0        0.28845679                 0                 0         9.0663089                 0                 0         395.00207                 0                 0       -0.05939223         4.1499714             1.025	GUN, SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.29143664                 0                 0        0.29143664                 0                 0         9.0663066                 0                 0         320.96189                 0                 0      -0.050205978         4.1499702             1.035	GUN, SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
         0.2944165                 0                 0         0.2944165                 0                 0         9.0663047                 0                 0                 0                 0                 0      -0.042276457         4.1499692             1.045	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.29739635                 0                 0        0.29739635                 0                 0         9.0663047                 0                 0                 0                 0                 0      -0.035531455         4.1499692             1.055	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
         0.3003762                 0                 0         0.3003762                 0                 0         9.0663047                 0                 0                 0                 0                 0      -0.029796164         4.1499692             1.065	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.30335606                 0                 0        0.30335606                 0                 0         9.0663047                 0                 0                 0                 0                 0      -0.024998102         4.1499692             1.075	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.30633591                 0                 0        0.30633591                 0                 0         9.0663047                 0                 0                 0                 0                 0      -0.020961039         4.1499692             1.085	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.30931576                 0                 0        0.30931576                 0                 0         9.0663047                 0                 0                 0                 0                 0      -0.017625269         4.1499692             1.095	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.31229562                 0                 0        0.31229562                 0                 0         9.0663047                 0                 0                 0                 0                 0      -0.014835601         4.1499692             1.105	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.31527547                 0                 0        0.31527547                 0                 0         9.0663047                 0                 0                 0                 0                 0      -0.012548257         4.1499692             1.115	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.31825532                 0                 0        0.31825532                 0                 0         9.0663047                 0                 0                 0                 0                 0      -0.010638255         4.1499692             1.125	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.32123518                 0                 0        0.32123518                 0                 0         9.0663047                 0                 0                 0                 0                 0      -0.009076641         4.1499692             1.135	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.32421503                 0                 0        0.32421503                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0077690963         4.1499692             1.145	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.32719488                 0                 0        0.32719488                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0066983981         4.1499692             1.155	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.33017474                 0                 0        0.33017474                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0057964443         4.1499692             1.165	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.33315459                 0                 0        0.33315459                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0050541717         4.1499692             1.175	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.33613444                 0                 0        0.33613444                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0044236388         4.1499692             1.185	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
         0.3391143                 0                 0         0.3391143                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0039008987         4.1499692             1.195	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.34209415                 0                 0        0.34209415                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0034525365         4.1499692             1.205	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
          0.345074                 0                 0          0.345074                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0030775392         4.1499692             1.215	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.34805386                 0                 0        0.34805386                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0027525896         4.1499692             1.225	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.35103371                 0                 0        0.35103371                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0024782149         4.1499692             1.235	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.35401356                 0                 0        0.35401356                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0022380021         4.1499692             1.245	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.35699342                 0                 0        0.35699342                 0                 0         9.0663047                 0                 0                 0                 0                 0      -0.002033198         4.1499692             1.255	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.35997327                 0                 0        0.35997327                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0018522317         4.1499692             1.265	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.36295312                 0                 0        0.36295312                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0016962056         4.1499692             1.275	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.36593298                 0                 0        0.36593298                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0015572869         4.1499692             1.285	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.36891283                 0                 0        0.36891283                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0014361471         4.1499692             1.295	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.37189268                 0                 0        0.37189268                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0013275486         4.1499692             1.305	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.37487254                 0                 0        0.37487254                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0012318446         4.1499692             1.315	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.37785239                 0                 0        0.37785239                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0011454915         4.1499692             1.325	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.38083224                 0                 0        0.38083224                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0010686494         4.1499692             1.335	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
         0.3838121                 0                 0         0.3838121                 0                 0         9.0663047                 0                 0                 0                 0                 0    -0.00099889599         4.1499692             1.345	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.38679195                 0                 0        0.38679195                 0                 0         9.0663047                 0                 0                 0                 0                 0    -0.00093627034         4.1499692             1.355	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
         0.3897718                 0                 0         0.3897718                 0                 0         9.0663047                 0                 0                 0                 0                 0     -0.0008791006         4.1499692             1.365	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.39275166                 0                 0        0.39275166                 0                 0         9.0663047                 0                 0                 0                 0                 0    -0.00082735864         4.1499692             1.375	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
        0.39573151                 0                 0        0.39573151                 0                 0         9.0663047                 0                 0                 0                 0                 0    -0.00077987955         4.1499692             1.385	SOLB, SOLF, SOLM, DR1, DR1, DR1, DR1, DR1, DR1, 
