                 0           4.14997
        0.00297985           4.14996
        0.00595971           4.14996
        0.00893956           4.14995
         0.0119194           4.14994
         0.0148993           4.14993
         0.0178791           4.14992
          0.020859           4.14991
         0.0238388            4.1499
         0.0268187           4.14989
         0.0297985           4.14988
         0.0327784           4.14986
         0.0357582           4.14985
         0.0387381           4.14983
         0.0417179           4.14982
         0.0446978            4.1498
         0.0476776           4.14978
         0.0506575           4.14977
         0.0536373           4.14975
         0.0566172           4.14973
          0.059597           4.14972
         0.0625769            4.1497
         0.0655568            4.1497
         0.0685366           4.14969
         0.0715165           4.14969
         0.0744963           4.14971
         0.0774762           4.14973
          0.080456           4.14976
         0.0834359           4.14981
         0.0864157           4.14989
         0.0893956           4.14998
         0.0923754           4.15011
         0.0953553           4.15026
         0.0983351           4.15046
          0.101315           4.15071
          0.104295           4.15101
          0.107275           4.15137
          0.110255            4.1518
          0.113234           4.15231
          0.116214           4.15291
          0.119194           4.15362
          0.122174           4.15444
          0.125154           4.15538
          0.128134           4.15646
          0.131114           4.15768
          0.134094           4.15906
          0.137074           4.16061
          0.140054           4.16234
          0.143034           4.16424
          0.146014           4.16633
          0.148993           4.16859
          0.151973           4.17101
          0.154954           4.17359
          0.157934           4.17629
          0.160914           4.17908
          0.163894            4.1819
          0.166874           4.18468
          0.169854           4.18735
          0.172834            4.1898
          0.175814           4.19189
          0.178794           4.19349
          0.181775           4.19443
          0.184755            4.1945
          0.187735           4.19351
          0.190715           4.19123
          0.193695           4.18743
          0.196675           4.18188
          0.199656           4.17436
          0.202636           4.16469
          0.205615            4.1527
          0.208595           4.13827
          0.211575           4.12134
          0.214555           4.10188
          0.217534           4.07994
          0.220513           4.05561
          0.223492           4.02904
          0.226471           4.00043
          0.229449           3.97001
          0.232428           3.93806
          0.235406           3.90488
          0.238383            3.8708
           0.24136           3.83617
          0.244337           3.80133
          0.247314           3.76664
           0.25029           3.73244
          0.253266           3.69909
          0.256242           3.66692
          0.259217           3.63623
          0.262192           3.60732
          0.265167           3.58045
          0.268141           3.55584
          0.271115           3.53369
          0.274089           3.51413
          0.277062           3.49726
          0.280036           3.48312
          0.283009           3.47168
          0.285982           3.46285
          0.288955           3.45648
          0.291928           3.45234
          0.294901           3.45011
          0.297874           3.44945
          0.300847           3.44991
          0.303819           3.45103
          0.306792           3.45229
          0.309765           3.45317
          0.312738           3.45315
          0.315711           3.45174
          0.318684            3.4485
          0.321657           3.44304
          0.324629           3.43508
          0.327602           3.42439
          0.330575           3.41084
          0.333547           3.39442
          0.336519           3.37517
          0.339491           3.35321
          0.342462           3.32875
          0.345433           3.30204
          0.348404           3.27338
          0.351374           3.24311
          0.354344           3.21159
          0.357313            3.1792
          0.360282           3.14634
           0.36325           3.11339
          0.366218           3.08076
          0.369185           3.04882
          0.372152           3.01793
          0.375118           2.98843
          0.378083           2.96065
          0.381048           2.93486
          0.384013            2.9113
          0.386977           2.89017
          0.389941           2.87164
          0.392904           2.85578
          0.395867           2.84265
           0.39883            2.8322
          0.401792           2.82433
          0.404755           2.81887
          0.407717           2.81558
           0.41068           2.81413
          0.413642           2.81412
          0.416604           2.81512
          0.419567           2.81664
          0.422529           2.81813
          0.425491           2.81908
          0.428454           2.81896
          0.431416           2.81728
          0.434378            2.8136
          0.437341           2.80757
          0.440303           2.79889
          0.443265           2.78739
          0.446226           2.77296
          0.449187           2.75559
          0.452148           2.73537
          0.455109           2.71245
          0.458068           2.68705
          0.461027           2.65945
          0.463986           2.62997
          0.466943           2.59896
            0.4699           2.56682
          0.472856           2.53392
          0.475811           2.50068
          0.478765           2.46749
          0.481718           2.43474
           0.48467           2.40283
          0.487621           2.37211
          0.490571           2.34291
           0.49352           2.31555
          0.496468           2.29029
          0.499415           2.26738
          0.502361           2.24699
          0.505307           2.22925
          0.508252           2.21426
          0.511197           2.20201
          0.514141           2.19247
          0.517084            2.1855
          0.520028           2.18092
          0.522971           2.17845
          0.525915           2.17776
          0.528858           2.17844
          0.531801           2.18004
          0.534745           2.18204
          0.537688           2.18393
          0.540632           2.18517
          0.543575           2.18523
          0.546519           2.18364
          0.549462           2.17997
          0.552405           2.17387
          0.555348           2.16507
          0.558291            2.1534
          0.561233           2.13879
          0.564174           2.12123
          0.567115           2.10084
          0.570054           2.07778
          0.572992           2.05229
           0.57593           2.02466
          0.578865           1.99523
          0.581799           1.96436
          0.584732           1.93244
          0.587663           1.89987
          0.590591           1.86705
          0.593518           1.83438
          0.596443           1.80226
          0.599366           1.77106
          0.602287           1.74114
          0.605206           1.71282
          0.608122           1.68639
          0.611037           1.66212
           0.61395           1.64022
          0.616861           1.62086
          0.619771           1.60416
           0.62268           1.59019
          0.625587           1.57894
          0.628494           1.57036
            0.6314           1.56432
          0.634305           1.56063
           0.63721             1.559
          0.640115           1.55912
          0.643021           1.56058
          0.645926           1.56294
          0.648832            1.5657
          0.651738           1.56835
          0.654644           1.57037
           0.65755           1.57124
          0.660456            1.5705
          0.663362           1.56773
          0.666268           1.56257
          0.669173           1.55477
          0.672077           1.54415
           0.67498           1.53063
          0.677882           1.51422
          0.680782           1.49503
           0.68368           1.47321
          0.686575           1.44901
          0.689468           1.42272
          0.692358           1.39469
          0.695244           1.36526
          0.698127           1.33483
          0.701006            1.3038
           0.70388           1.27256
           0.70675            1.2415
          0.709615           1.21101
          0.712476           1.18145
          0.715331           1.15316
          0.718182           1.12645
          0.721028            1.1016
          0.723869           1.07885
          0.726706            1.0584
          0.729538           1.04041
          0.732367           1.02499
          0.735193           1.01219
          0.738016           1.00203
          0.740837          0.994458
          0.743656          0.989356
          0.746474          0.986556
          0.749292           0.98583
           0.75211          0.986887
          0.754929          0.989379
          0.757748          0.992908
          0.760568          0.997035
          0.763389           1.00129
          0.766211           1.00519
          0.769034           1.00824
          0.771857              1.01
          0.774681           1.01002
          0.777504           1.00795
          0.780327            1.0035
          0.783148          0.996441
          0.785968          0.986663
          0.788784          0.974127
          0.791597          0.958887
          0.794405          0.941077
          0.797209          0.920902
          0.800006          0.898629
          0.802796          0.874567
          0.805579          0.849062
          0.808352          0.822484
          0.811116           0.79522
           0.81387          0.767654
          0.816612          0.740166
          0.819343          0.713121
          0.822061          0.686869
          0.824765          0.661729
          0.827457          0.637993
          0.830136          0.615919
          0.832801           0.59573
          0.835455           0.57761
          0.838096          0.561705
          0.840727          0.548121
          0.843349          0.536922
          0.845962          0.528137
           0.84857          0.521749
          0.851174          0.517704
          0.853775          0.515906
          0.856376          0.516217
          0.858977          0.518455
          0.861581          0.522397
          0.864189          0.527776
          0.866802          0.534286
           0.86942          0.541581
          0.872044          0.549284
          0.874673          0.556996
          0.877309          0.564306
          0.879949          0.570799
          0.882593          0.576081
           0.88524          0.579784
          0.887889           0.58159
          0.890539          0.581241
          0.893188          0.578548
          0.895834          0.573404
          0.898475          0.565782
          0.901111          0.555737
          0.903738          0.543401
          0.906354          0.528973
          0.908959          0.512713
          0.911549          0.494924
          0.914122          0.475941
          0.916677          0.456122
          0.919212          0.435829
          0.921724          0.415425
          0.924212          0.395256
          0.926675          0.375654
          0.929112          0.356915
          0.931522          0.339311
          0.933904          0.323077
          0.936261          0.308412
          0.938592           0.29548
          0.940901          0.284415
          0.943189          0.275318
           0.94546          0.268265
          0.947718          0.263311
          0.949967           0.26049
          0.952212          0.259822
          0.954458          0.261313
           0.95671          0.264958
          0.958973          0.270734
           0.96125          0.278605
          0.963545          0.288516
          0.965862          0.300389
          0.968204          0.314121
          0.970571          0.329579
          0.972965          0.346602
          0.975386          0.364999
          0.977835          0.384548
           0.98031          0.405005
           0.98281          0.426101
          0.985335          0.447558
          0.987882          0.469089
           0.99045          0.490412
          0.993038          0.511257
          0.995643          0.531375
          0.998263          0.550547
            1.0009          0.568588
           1.00354          0.585355
            1.0062          0.600743
           1.00887          0.614694
           1.01154          0.627186
           1.01423          0.638233
           1.01691          0.647881
           1.01961          0.656197
            1.0223           0.66327
             1.025          0.669199
           1.02771          0.674091
           1.03041          0.678054
           1.03312          0.681199
           1.03583           0.68363
           1.03854          0.685444
           1.04125          0.686735
           1.04396          0.687586
           1.04668          0.688073
           1.04939          0.688261
            1.0521          0.688211
           1.05481          0.687974
           1.05752          0.687594
           1.06024          0.687108
           1.06295          0.686548
           1.06566          0.685941
           1.06837          0.685307
           1.07108          0.684665
           1.07379          0.684029
            1.0765          0.683409
           1.07921          0.682813
           1.08192          0.682248
           1.08463          0.681718
           1.08734          0.681225
           1.09004           0.68077
           1.09275          0.680354
           1.09546          0.679977
           1.09817          0.679636
           1.10088          0.679332
           1.10358          0.679061
           1.10629          0.678822
             1.109          0.678612
           1.11171          0.678429
           1.11441           0.67827
           1.11712          0.678134
           1.11983          0.678019
           1.12253          0.677921
           1.12524          0.677839
           1.12795          0.677771
           1.13065          0.677715
           1.13336          0.677671
           1.13607          0.677635
           1.13877          0.677608
           1.14148          0.677587
           1.14419          0.677572
           1.14689          0.677562
            1.1496          0.677555
           1.15231          0.677552
           1.15502          0.677552
           1.15772          0.677553
           1.16043          0.677556
           1.16314          0.677561
           1.16584          0.677566
           1.16855          0.677572
           1.17126          0.677578
           1.17396          0.677585
           1.17667          0.677591
           1.17938          0.677598
           1.18208          0.677605
           1.18479          0.677611
            1.1875          0.677617
            1.1902          0.677624
           1.19291           0.67763
           1.19562          0.677636
           1.19832          0.677642
           1.20103          0.677647
